Overlap,Score,
25.588,16.380364300307455,
6.655,2.2361742028664087,
107.576,100,
65.298,61.840157435713294,
19.246,10.792641642080978,
-38.411,0,
59.386,54.37760242093862,
68.47,65.8751005326167,
28.402,19.084163547210338,
1.249,0.1832992812555007,
10.008,4.107544188074171,
-100,0,
4.544,1.2672865342945432,
-0.491,0,
89.982,92.10074118167712,
-13.626,0,
40.778,32.111714696705334,
-1.648,0,
-8.147,0,
12.067,5.41716251821843,
11.173,4.832951593618706,
0.59,0.05965238269618717,
-66.534,0,
32.344,23.02130989647258,
1.78,0.31203292677522587,
97.006,98.56252444819859,
12.968,6.026890280638456,
72.456,70.94611907995095,
-0.335,0,
-100,0,
62.115,57.76525120958369,
74.708,73.80087322775196,
24.687,15.545448388061587,
33.696,24.422834348448262,
-5.057,0,
61.637,57.20651509101202,
-0.918,0,
-54.184,0,
30.191,20.83583476218593,
78.831,78.97553389743351,
90.65,92.82184177768227,
-89.84,0,
-50.513,0,
33.22,23.911358471949978,
-45.619,0,
-1.453,0,
5.377,1.6272457316358206,
-1.003,0,
-30.418,0,
50.094,42.99606854902212,
92.252,94.45536390937414,
-0.556,0,
-0.087,0,
53.975,47.66900171520989,
79.225,79.4653328937189,
-54.156,0,
-100,0,
27.84,18.52205821039736,
-3.482,0,
1.676,0.2846403386907435,
-17.677,0,
32.668,23.374085332506546,
-5.961,0,
16.816,8.848217653341027,
51.273,44.3780274145788,
65.34,61.893781766594294,
21.527,12.721799961378592,
-18.078,0,
-0.411,0,
-0.165,0,
47.667,40.063771507739425,
-75.229,0,
10.288,4.275819078058397,
60.362,55.60258124424296,
69.394,67.05126476400757,
17.923,9.71929166894075,
-0.378,0,
-100,0,
-1.357,0,
1.7,0.29071211378277517,
-0.251,0,
26.785,17.487556192306112,
17.022,9.008208079620026,
26.075,16.85147147276592,
-100,0,
33.717,24.444911835008902,
-1.826,0,
18.712,10.355649093343205,
16.039,8.258548658432707,
-19.772,0,
6.501,2.1607235684619366,
-0.102,0,
-31.289,0,
-1.436,0,
-35.251,0,
6.092,1.9600497359792448,
-100,0,
-15.878,0,
68.846,66.35318717132004,
-13.232,0,
5.351,1.6152914574050627,
0.59,0.05965238269618717,
-53.734,0,
125,100,
45.487,37.502941009437436,
78.762,78.88971157029029,
23.187,14.196358887370167,
-18.118,0,
-64.96,0,
-0.109,0,
92.254,94.44639167679634,
-100,0,
48.32,40.85812128631709,
0.452,0.039980398019021784,
-25.219,0,
57.584,52.12775340678557,
24.298,15.196159367026944,
94.171,96.27296565294358,
49.876,42.72892913460045,
24.973,15.830243784503336,
38.538,29.592641710404248,
76.622,76.21322331516134,
41.811,33.27684425685928,
-100,0,
-0.391,0,
27.389,18.087672803003336,
61.187,56.64048850960669,
74.024,72.9492067687263,
-0.591,0,
70.647,68.64607900035372,
-100,0,
17.022,9.008208079620026,
74.616,73.68518069321424,
4.402,1.2071491615662848,
-5.058,0,
-26.297,0,
-13.559,0,
-6.651,0,
85.676,87.26021420758043,
-0.891,0,
-3.694,0,
81.433,82.18449549028331,
-32.056,0,
-100,0,
8.205,3.05726346080589,
0.862,0.10514869855559722,
37.187,28.144168677832116,
-0.68,0,
32.083,22.753152318045426,
-3.255,0,
46.681,38.93124614865144,
125,100,
-4.611,0,
-0.911,0,
100.756,100,
26.489,17.227888102808777,
32.344,23.02130989647258,
98.494,99.47239468891819,
-40.077,0,
-68.669,0,
31.287,21.968852805670654,
43.619,35.37349837643225,
18.538,10.214461489095328,
22.052,13.16830501309328,
-8.99,0,
13.196,6.190164550214419,
31.007,21.65715650883468,
-25.293,0,
-1.374,0,
-36.533,0,
36.066,26.91967749113254,
40.456,31.733281044043398,
2.74,0.594266221658037,
21.076,12.333302904260675,
-100,0,
125,100,
36.892,27.82442198564013,
-10.92,0,
19.725,11.189934093273036,
19.388,10.90990854319963,
-100,0,
5.439,1.6539093052631633,
12.968,6.026890280638456,
36.849,27.77797218786027,
24.042,14.9688032213144,
-1.453,0,
-7.749,0,
0.779,0.09026173098890149,
-4.03,0,
11.959,5.35020854929174,
40.46,31.7545422792056,
72.561,71.08020675937816,
29.048,19.71795369057247,
-77.615,0,
-100,0,
65.692,62.38147630884854,
51.27,44.37546780728542,
77.979,77.88470027403032,
-24.091,0,
24.098,14.996860086847597,
0.808,0.09533713705290449,
8.907,3.4513082613807198,
-4.531,0,
45.825,37.92793343606958,
-48.321,0,
49.982,42.823769779773215,
34.548,25.33962956522639,
15.789,8.062307357088262,
-96.191,0,
31.894,22.5592302394775,
-60.382,0,
61.347,56.856091062822,
74.707,73.7999694892746,
-1.757,0,
25.039,15.870064098330797,
75.29,74.53596606086005,
10.52,4.419572818430175,
-0.982,0,
-1.385,0,
23.406,14.38072395356921,
-0.1,0,
35.506,26.320003373408397,
40.459,31.754175689762004,
15.558,7.89578202615374,
64.341,60.62557736291795,
73.156,71.8557441263286,
63.196,59.17570641251445,
-2.765,0,
64.446,60.759447785025834,
18.386,10.083876441509444,
100.841,100,
-1.003,0,
49.968,42.806874380527496,
-100,0,
43.477,35.19183572287786,
-15.336,0,
-5.622,0,
22.878,13.908638852622957,
21.527,12.721799961378592,
-2.668,0,
33.245,23.953145891342544,
41.811,33.27684425685928,
-3.706,0,
-11.191,0,
-0.587,0,
3.952,1.0273632979073448,
-40.176,0,
-100,0,
-33.927,0,
